seconds,state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts]
84.2000000000011,5,,,,3800,-35,
84.3000000000012,5,,,,3795,-35,
84.4000000000012,5,,,,3790,-35,
84.5000000000012,5,,,,3785,-35,
84.6000000000012,5,,,,3780,-35,
84.7000000000012,5,,,,3775,-35,
84.8000000000012,5,,,,3770,-35,
84.9000000000012,5,,,,3765,-35,
85.0000000000012,5,,,,3760,-35,
85.1000000000012,5,,,,3755,-35,
85.2000000000012,5,,,,3750,-35,
85.3000000000013,5,,,,3745,-35,
85.4000000000013,5,,,,3740,-35,
85.5000000000013,5,,,,3735,-35,
85.6000000000013,5,,,,3730,-35,
85.7000000000013,5,,,,3725,-35,
85.8000000000013,5,,,,3720,-35,
85.9000000000013,5,,,,3715,-35,
86.0000000000013,5,,,,3710,-35,
86.1000000000013,5,,,,3705,-35,
86.2000000000013,5,,,,3700,-35,
86.3000000000014,5,,,,3695,-35,
86.4000000000014,5,,,,3690,-35,
86.5000000000014,5,,,,3685,-35,
86.6000000000014,5,,,,3680,-35,
86.7000000000014,5,,,,3675,-35,
86.8000000000014,5,,,,3670,-35,
86.9000000000014,5,,,,3665,-35,
87.0000000000014,5,,,,3660,-35,
87.1000000000014,5,,,,3655,-35,
87.2000000000014,5,,,,3650,-35,
87.3000000000015,5,,,,3645,-35,
87.4000000000015,5,,,,3640,-35,
87.5000000000015,5,,,,3635,-35,
87.6000000000015,5,,,,3630,-35,
87.7000000000015,5,,,,3625,-35,
87.8000000000015,5,,,,3620,-35,
87.9000000000015,5,,,,3615,-35,
88.0000000000015,5,,,,3610,-35,
88.1000000000015,5,,,,3605,-35,
88.2000000000015,5,,,,3600,-35,
88.3000000000016,5,,,,3595,-35,
88.4000000000016,5,,,,3590,-35,
88.5000000000016,5,,,,3585,-35,
88.6000000000016,5,,,,3580,-35,
88.7000000000016,5,,,,3575,-35,
88.8000000000016,5,,,,3570,-35,
88.9000000000016,5,,,,3565,-35,
89.0000000000016,5,,,,3560,-35,
89.1000000000016,5,,,,3555,-35,
89.2000000000016,5,,,,3550,-35,
89.3000000000017,5,,,,3545,-35,
89.4000000000017,5,,,,3540,-35,
89.5000000000017,5,,,,3535,-35,
89.6000000000017,5,,,,3530,-35,
89.7000000000017,5,,,,3525,-35,
89.8000000000017,5,,,,3520,-35,
89.9000000000017,5,,,,3515,-35,
90.0000000000017,5,,,,3510,-35,
90.1000000000017,5,,,,3505,-35,
90.2000000000017,5,,,,3500,-35,
90.3000000000018,5,,,,3495,-35,
90.4000000000018,5,,,,3490,-35,
90.5000000000018,5,,,,3485,-35,
90.6000000000018,5,,,,3480,-35,
90.7000000000018,5,,,,3475,-35,
90.8000000000018,5,,,,3470,-35,
90.9000000000018,5,,,,3465,-35,
91.0000000000018,5,,,,3460,-35,
91.1000000000018,5,,,,3455,-35,
91.2000000000018,5,,,,3450,-35,
91.3000000000018,5,,,,3445,-35,
91.4000000000019,5,,,,3440,-35,
91.5000000000019,5,,,,3435,-35,
91.6000000000019,5,,,,3430,-35,
91.7000000000019,5,,,,3425,-35,
91.8000000000019,5,,,,3420,-35,
91.9000000000019,5,,,,3415,-35,
92.0000000000019,5,,,,3410,-35,
92.1000000000019,5,,,,3405,-35,
92.2000000000019,5,,,,3400,-35,
92.3000000000019,5,,,,3395,-35,
92.400000000002,5,,,,3390,-35,
92.500000000002,5,,,,3385,-35,
92.600000000002,5,,,,3380,-35,
92.700000000002,5,,,,3375,-35,
92.800000000002,5,,,,3370,-35,
92.900000000002,5,,,,3365,-35,
93.000000000002,5,,,,3360,-35,
93.100000000002,5,,,,3355,-35,
93.200000000002,5,,,,3350,-35,
93.300000000002,5,,,,3345,-35,
93.4000000000021,5,,,,3340,-35,
93.5000000000021,5,,,,3335,-35,
93.6000000000021,5,,,,3330,-35,
93.7000000000021,5,,,,3325,-35,
93.8000000000021,5,,,,3320,-35,
93.9000000000021,5,,,,3315,-35,
94.0000000000021,5,,,,3310,-35,
94.1000000000021,5,,,,3305,-35,
94.2000000000021,5,,,,3300,-35,
94.3000000000021,5,,,,3295,-35,
94.4000000000022,5,,,,3290,-35,
94.5000000000022,5,,,,3285,-35,
94.6000000000022,5,,,,3280,-35,
94.7000000000022,5,,,,3275,-35,
94.8000000000022,5,,,,3270,-35,
94.9000000000022,5,,,,3265,-35,
95.0000000000022,5,,,,3260,-35,
95.1000000000022,5,,,,3255,-35,
95.2000000000022,5,,,,3250,-35,
95.3000000000022,5,,,,3245,-35,
95.4000000000023,5,,,,3240,-35,
95.5000000000023,5,,,,3235,-35,
95.6000000000023,5,,,,3230,-35,
95.7000000000023,5,,,,3225,-35,
95.8000000000023,5,,,,3220,-35,
95.9000000000023,5,,,,3215,-35,
96.0000000000023,5,,,,3210,-35,
96.1000000000023,5,,,,3205,-35,
96.2000000000023,5,,,,3200,-35,
96.3000000000023,5,,,,3195,-35,
96.4000000000024,5,,,,3190,-35,
96.5000000000024,5,,,,3185,-35,
96.6000000000024,5,,,,3180,-35,
96.7000000000024,5,,,,3175,-35,
96.8000000000024,5,,,,3170,-35,
96.9000000000024,5,,,,3165,-35,
97.0000000000024,5,,,,3160,-35,
97.1000000000024,5,,,,3155,-35,
97.2000000000024,5,,,,3150,-35,
97.3000000000024,5,,,,3145,-35,
97.4000000000025,5,,,,3140,-35,
97.5000000000025,5,,,,3135,-35,
97.6000000000025,5,,,,3130,-35,
97.7000000000025,5,,,,3125,-35,
97.8000000000025,5,,,,3120,-35,
97.9000000000025,5,,,,3115,-35,
98.0000000000025,5,,,,3110,-35,
98.1000000000025,5,,,,3105,-35,
98.2000000000025,5,,,,3100,-35,
98.3000000000025,5,,,,3095,-35,
98.4000000000026,5,,,,3090,-35,
98.5000000000026,5,,,,3085,-35,
98.6000000000026,5,,,,3080,-35,
98.7000000000026,5,,,,3075,-35,
98.8000000000026,5,,,,3070,-35,
98.9000000000026,5,,,,3065,-35,
99.0000000000026,5,,,,3060,-35,
99.1000000000026,5,,,,3055,-35,
99.2000000000026,5,,,,3050,-35,
99.3000000000027,5,,,,3045,-35,
99.4000000000027,5,,,,3040,-35,
99.5000000000027,5,,,,3035,-35,
99.6000000000027,5,,,,3030,-35,
99.7000000000027,5,,,,3025,-35,
99.8000000000027,5,,,,3020,-35,
99.9000000000027,5,,,,3015,-35,
100.000000000003,5,,,,3010,-35,
100.100000000003,5,,,,3005,-35,
100.200000000003,5,,,,3000,-35,
100.300000000003,5,,,,2995,-35,
100.400000000003,5,,,,2990,-35,
100.500000000003,5,,,,2985,-35,
100.600000000003,5,,,,2980,-35,
100.700000000003,5,,,,2975,-35,
100.800000000003,5,,,,2970,-35,
100.900000000003,5,,,,2965,-35,
101.000000000003,5,,,,2960,-35,
101.100000000003,5,,,,2955,-35,
101.200000000003,5,,,,2950,-35,
101.300000000003,5,,,,2945,-35,
101.400000000003,5,,,,2940,-35,
101.500000000003,5,,,,2935,-35,
101.600000000003,5,,,,2930,-35,
101.700000000003,5,,,,2925,-35,
101.800000000003,5,,,,2920,-35,
101.900000000003,5,,,,2915,-35,
102.000000000003,5,,,,2910,-35,
102.100000000003,5,,,,2905,-35,
102.200000000003,5,,,,2900,-35,
102.300000000003,5,,,,2895,-35,
102.400000000003,5,,,,2890,-35,
102.500000000003,5,,,,2885,-35,
102.600000000003,5,,,,2880,-35,
102.700000000003,5,,,,2875,-35,
102.800000000003,5,,,,2870,-35,
102.900000000003,5,,,,2865,-35,
103.000000000003,5,,,,2860,-35,
103.100000000003,5,,,,2855,-35,
103.200000000003,5,,,,2850,-35,
103.300000000003,5,,,,2845,-35,
103.400000000003,5,,,,2840,-35,
103.500000000003,5,,,,2835,-35,
103.600000000003,5,,,,2830,-35,
103.700000000003,5,,,,2825,-35,
103.800000000003,5,,,,2820,-35,
103.900000000003,5,,,,2815,-35,
104.000000000003,5,,,,2810,-35,
104.100000000003,5,,,,2805,-35,
104.200000000003,5,,,,2800,-35,
104.300000000003,5,,,,2795,-35,
104.400000000003,5,,,,2790,-35,
104.500000000003,5,,,,2785,-35,
104.600000000003,5,,,,2780,-35,
104.700000000003,5,,,,2775,-35,
104.800000000003,5,,,,2770,-35,
104.900000000003,5,,,,2765,-35,
105.000000000003,5,,,,2760,-35,
105.100000000003,5,,,,2755,-35,
105.200000000003,5,,,,2750,-35,
105.300000000003,5,,,,2745,-35,
105.400000000003,5,,,,2740,-35,
105.500000000003,5,,,,2735,-35,
105.600000000003,5,,,,2730,-35,
105.700000000003,5,,,,2725,-35,
105.800000000003,5,,,,2720,-35,
105.900000000003,5,,,,2715,-35,
106.000000000003,5,,,,2710,-35,
106.100000000003,5,,,,2705,-35,
106.200000000003,5,,,,2700,-35,
106.300000000003,5,,,,2695,-35,
106.400000000003,5,,,,2690,-35,
106.500000000003,5,,,,2685,-35,
106.600000000003,5,,,,2680,-35,
106.700000000003,5,,,,2675,-35,
106.800000000003,5,,,,2670,-35,
106.900000000003,5,,,,2665,-35,
107.000000000003,5,,,,2660,-35,
107.100000000003,5,,,,2655,-35,
107.200000000003,5,,,,2650,-35,
107.300000000003,5,,,,2645,-35,
107.400000000003,5,,,,2640,-35,
107.500000000003,5,,,,2635,-35,
107.600000000003,5,,,,2630,-35,
107.700000000003,5,,,,2625,-35,
107.800000000004,5,,,,2620,-35,
107.900000000004,5,,,,2615,-35,
108.000000000004,5,,,,2610,-35,
108.100000000004,5,,,,2605,-35,
108.200000000004,5,,,,2600,-35,
108.300000000004,5,,,,2595,-35,
108.400000000004,5,,,,2590,-35,
108.500000000004,5,,,,2585,-35,
108.600000000004,5,,,,2580,-35,
108.700000000004,5,,,,2575,-35,
108.800000000004,5,,,,2570,-35,
108.900000000004,5,,,,2565,-35,
109.000000000004,5,,,,2560,-35,
109.100000000004,5,,,,2555,-35,
109.200000000004,5,,,,2550,-35,
109.300000000004,5,,,,2545,-35,
109.400000000004,5,,,,2540,-35,
109.500000000004,5,,,,2535,-35,
109.600000000004,5,,,,2530,-35,
109.700000000004,5,,,,2525,-35,
109.800000000004,5,,,,2520,-35,
109.900000000004,5,,,,2515,-35,
110.000000000004,5,,,,2510,-35,
110.100000000004,5,,,,2505,-35,
110.200000000004,5,,,,2500,-35,
110.300000000004,5,,,,2495,-35,
110.400000000004,5,,,,2490,-35,
110.500000000004,5,,,,2485,-35,
110.600000000004,5,,,,2480,-35,
110.700000000004,5,,,,2475,-35,
110.800000000004,5,,,,2470,-35,
110.900000000004,5,,,,2465,-35,
111.000000000004,5,,,,2460,-35,
111.100000000004,5,,,,2455,-35,
111.200000000004,5,,,,2450,-35,
111.300000000004,5,,,,2445,-35,
111.400000000004,5,,,,2440,-35,
111.500000000004,5,,,,2435,-35,
111.600000000004,5,,,,2430,-35,
111.700000000004,5,,,,2425,-35,
111.800000000004,5,,,,2420,-35,
111.900000000004,5,,,,2415,-35,
112.000000000004,5,,,,2410,-35,
112.100000000004,5,,,,2405,-35,
112.200000000004,5,,,,2400,-35,
112.300000000004,5,,,,2395,-35,
112.400000000004,5,,,,2390,-35,
112.500000000004,5,,,,2385,-35,
112.600000000004,5,,,,2380,-35,
112.700000000004,5,,,,2375,-35,
112.800000000004,5,,,,2370,-35,
112.900000000004,5,,,,2365,-35,
113.000000000004,5,,,,2360,-35,
113.100000000004,5,,,,2355,-35,
113.200000000004,5,,,,2350,-35,
113.300000000004,5,,,,2345,-35,
113.400000000004,5,,,,2340,-35,
113.500000000004,5,,,,2335,-35,
113.600000000004,5,,,,2330,-35,
113.700000000004,5,,,,2325,-35,
113.800000000004,5,,,,2320,-35,
113.900000000004,5,,,,2315,-35,
114.000000000004,5,,,,2310,-35,
114.100000000004,5,,,,2305,-35,
114.200000000004,5,,,,2300,-35,
114.300000000004,5,,,,2295,-35,
114.400000000004,5,,,,2290,-35,
114.500000000004,5,,,,2285,-35,
114.600000000004,5,,,,2280,-35,
114.700000000004,5,,,,2275,-35,
114.800000000004,5,,,,2270,-35,
114.900000000004,5,,,,2265,-35,
115.000000000004,5,,,,2260,-35,
115.100000000004,5,,,,2255,-35,
115.200000000004,5,,,,2250,-35,
115.300000000004,5,,,,2245,-35,
115.400000000004,5,,,,2240,-35,
115.500000000004,5,,,,2235,-35,
115.600000000004,5,,,,2230,-35,
115.700000000004,5,,,,2225,-35,
115.800000000004,5,,,,2220,-35,
115.900000000004,5,,,,2215,-35,
116.000000000004,5,,,,2210,-35,
116.100000000004,5,,,,2205,-35,
116.200000000004,5,,,,2200,-35,
116.300000000004,5,,,,2195,-35,
116.400000000004,5,,,,2190,-35,
116.500000000004,5,,,,2185,-35,
116.600000000004,5,,,,2180,-35,
116.700000000004,5,,,,2175,-35,
116.800000000004,5,,,,2170,-35,
116.900000000004,5,,,,2165,-35,
117.000000000004,5,,,,2160,-35,
117.100000000004,5,,,,2155,-35,
117.200000000004,5,,,,2150,-35,
117.300000000004,5,,,,2145,-35,
117.400000000004,5,,,,2140,-35,
117.500000000004,5,,,,2135,-35,
117.600000000004,5,,,,2130,-35,
117.700000000004,5,,,,2125,-35,
117.800000000004,5,,,,2120,-35,
117.900000000004,5,,,,2115,-35,
118.000000000004,5,,,,2110,-35,
118.100000000004,5,,,,2105,-35,
118.200000000004,5,,,,2100,-35,
118.300000000004,5,,,,2095,-35,
118.400000000004,5,,,,2090,-35,
118.500000000004,5,,,,2085,-35,
118.600000000004,5,,,,2080,-35,
118.700000000004,5,,,,2075,-35,
118.800000000004,5,,,,2070,-35,
118.900000000004,5,,,,2065,-35,
119.000000000004,5,,,,2060,-35,
119.100000000004,5,,,,2055,-35,
119.200000000004,5,,,,2050,-35,
119.300000000004,5,,,,2045,-35,
119.400000000004,5,,,,2040,-35,
119.500000000004,5,,,,2035,-35,
119.600000000004,5,,,,2030,-35,
119.700000000004,5,,,,2025,-35,
119.800000000004,5,,,,2020,-35,
119.900000000004,5,,,,2015,-35,
120.000000000004,5,,,,2010,-35,
120.100000000004,5,,,,2005,-35,
120.200000000004,5,,,,2000,-35,
120.300000000004,5,,,,1995,-35,
120.400000000004,5,,,,1990,-35,
120.500000000004,5,,,,1985,-35,
120.600000000004,5,,,,1980,-35,
120.700000000004,5,,,,1975,-35,
120.800000000004,5,,,,1970,-35,
120.900000000004,5,,,,1965,-35,
121.000000000004,5,,,,1960,-35,
121.100000000004,5,,,,1955,-35,
121.200000000004,5,,,,1950,-35,
121.300000000004,5,,,,1945,-35,
121.400000000004,5,,,,1940,-35,
121.500000000004,5,,,,1935,-35,
121.600000000004,5,,,,1930,-35,
121.700000000004,5,,,,1925,-35,
121.800000000004,5,,,,1920,-35,
121.900000000004,5,,,,1915,-35,
122.000000000004,5,,,,1910,-35,
122.100000000004,5,,,,1905,-35,
122.200000000004,5,,,,1900,-35,
122.300000000004,5,,,,1895,-35,
122.400000000004,5,,,,1890,-35,
122.500000000004,5,,,,1885,-35,
122.600000000004,5,,,,1880,-35,
122.700000000004,5,,,,1875,-35,
122.800000000004,5,,,,1870,-35,
122.900000000004,5,,,,1865,-35,
123.000000000004,5,,,,1860,-35,
123.100000000004,5,,,,1855,-35,
123.200000000004,5,,,,1850,-35,
123.300000000004,5,,,,1845,-35,
123.400000000004,5,,,,1840,-35,
123.500000000004,5,,,,1835,-35,
123.600000000004,5,,,,1830,-35,
123.700000000004,5,,,,1825,-35,
123.800000000004,5,,,,1820,-35,
123.900000000004,5,,,,1815,-35,
124.000000000004,5,,,,1810,-35,
124.100000000004,5,,,,1805,-35,
124.200000000004,5,,,,1800,-35,
124.300000000004,5,,,,1795,-35,
124.400000000004,5,,,,1790,-35,
124.500000000004,5,,,,1785,-35,
124.600000000004,5,,,,1780,-35,
124.700000000004,5,,,,1775,-35,
124.800000000004,5,,,,1770,-35,
124.900000000004,5,,,,1765,-35,
125.000000000004,5,,,,1760,-35,
125.100000000004,5,,,,1755,-35,
125.200000000004,5,,,,1750,-35,
125.300000000004,5,,,,1745,-35,
125.400000000004,5,,,,1740,-35,
125.500000000004,5,,,,1735,-35,
125.600000000004,5,,,,1730,-35,
125.700000000004,5,,,,1725,-35,
125.800000000004,5,,,,1720,-35,
125.900000000004,5,,,,1715,-35,
126.000000000004,5,,,,1710,-35,
126.100000000004,5,,,,1705,-35,
126.200000000004,5,,,,1700,-35,
126.300000000004,5,,,,1695,-35,
126.400000000004,5,,,,1690,-35,
126.500000000004,5,,,,1685,-35,
126.600000000004,5,,,,1680,-35,
126.700000000004,5,,,,1675,-35,
126.800000000004,5,,,,1670,-35,
126.900000000004,5,,,,1665,-35,
127.000000000004,5,,,,1660,-35,
127.100000000004,5,,,,1655,-35,
127.200000000004,5,,,,1650,-35,
127.300000000004,5,,,,1645,-35,
127.400000000004,5,,,,1640,-35,
127.500000000004,5,,,,1635,-35,
127.600000000004,5,,,,1630,-35,
127.700000000004,5,,,,1625,-35,
127.800000000004,5,,,,1620,-35,
127.900000000004,5,,,,1615,-35,
128.000000000004,5,,,,1610,-35,
128.100000000004,5,,,,1605,-35,
128.200000000004,5,,,,1600,-35,
128.300000000004,5,,,,1595,-35,
128.400000000004,5,,,,1590,-35,
128.500000000004,5,,,,1585,-35,
128.600000000004,5,,,,1580,-35,
128.700000000004,5,,,,1575,-35,
128.800000000004,5,,,,1570,-35,
128.900000000004,5,,,,1565,-35,
129.000000000004,5,,,,1560,-35,
129.100000000004,5,,,,1555,-35,
129.200000000004,5,,,,1550,-35,
129.300000000004,5,,,,1545,-35,
129.400000000004,5,,,,1540,-35,
129.500000000004,5,,,,1535,-35,
129.600000000004,5,,,,1530,-35,
129.700000000004,5,,,,1525,-35,
129.800000000004,5,,,,1520,-35,
129.900000000004,5,,,,1515,-35,
130.000000000004,5,,,,1510,-35,
130.100000000004,5,,,,1505,-35,
130.200000000004,5,,,,1500,-35,
130.300000000004,5,,,,1495,-35,
130.400000000004,5,,,,1490,-35,
130.500000000004,5,,,,1485,-35,
130.600000000004,5,,,,1480,-35,
130.700000000004,5,,,,1475,-35,
130.800000000004,5,,,,1470,-35,
130.900000000004,5,,,,1465,-35,
131.000000000004,5,,,,1460,-35,
131.100000000004,5,,,,1455,-35,
131.200000000004,5,,,,1450,-35,
131.300000000004,5,,,,1445,-35,
131.400000000004,5,,,,1440,-35,
131.500000000004,5,,,,1435,-35,
131.600000000004,5,,,,1430,-35,
131.700000000004,5,,,,1425,-35,
131.800000000004,5,,,,1420,-35,
131.900000000004,5,,,,1415,-35,
132.000000000004,5,,,,1410,-35,
132.100000000004,5,,,,1405,-35,
132.200000000004,5,,,,1400,-35,
132.300000000004,5,,,,1395,-35,
132.400000000004,5,,,,1390,-35,
132.500000000004,5,,,,1385,-35,
132.600000000004,5,,,,1380,-35,
132.700000000004,5,,,,1375,-35,
132.800000000004,5,,,,1370,-35,
132.900000000004,5,,,,1365,-35,
133.000000000004,5,,,,1360,-35,
133.100000000004,5,,,,1355,-35,
133.200000000004,5,,,,1350,-35,
133.300000000004,5,,,,1345,-35,
133.400000000004,5,,,,1340,-35,
133.500000000004,5,,,,1335,-35,
133.600000000004,5,,,,1330,-35,
133.700000000004,5,,,,1325,-35,
133.800000000004,5,,,,1320,-35,
133.900000000004,5,,,,1315,-35,
134.000000000004,5,,,,1310,-35,
134.100000000004,5,,,,1305,-35,
134.200000000004,5,,,,1300,-35,
134.300000000004,5,,,,1295,-35,
134.400000000004,5,,,,1290,-35,
134.500000000004,5,,,,1285,-35,
134.600000000004,5,,,,1280,-35,
134.700000000004,5,,,,1275,-35,
134.800000000004,5,,,,1270,-35,
134.900000000004,5,,,,1265,-35,
135.000000000004,5,,,,1260,-35,
135.100000000004,5,,,,1255,-35,
135.200000000004,5,,,,1250,-35,
135.300000000004,5,,,,1245,-35,
135.400000000004,5,,,,1240,-35,
135.500000000004,5,,,,1235,-35,
135.600000000004,5,,,,1230,-35,
135.700000000004,5,,,,1225,-35,
135.800000000004,5,,,,1220,-35,
135.900000000004,5,,,,1215,-35,
136.000000000004,5,,,,1210,-35,
136.100000000004,5,,,,1205,-35,
136.200000000004,5,,,,1200,-35,
136.300000000004,5,,,,1195,-35,
136.400000000004,5,,,,1190,-35,
136.500000000004,5,,,,1185,-35,
136.600000000004,5,,,,1180,-35,
136.700000000004,5,,,,1175,-35,
136.800000000004,5,,,,1170,-35,
136.900000000004,5,,,,1165,-35,
137.000000000004,5,,,,1160,-35,
137.100000000004,5,,,,1155,-35,
137.200000000004,5,,,,1150,-35,
137.300000000004,5,,,,1145,-35,
137.400000000004,5,,,,1140,-35,
137.500000000004,5,,,,1135,-35,
137.600000000004,5,,,,1130,-35,
137.700000000004,5,,,,1125,-35,
137.800000000004,5,,,,1120,-35,
137.900000000004,5,,,,1115,-35,
138.000000000004,5,,,,1110,-35,
138.100000000004,5,,,,1105,-35,
138.200000000004,5,,,,1100,-35,
138.300000000004,5,,,,1095,-35,
138.400000000004,5,,,,1090,-35,
138.500000000004,5,,,,1085,-35,
138.600000000004,5,,,,1080,-35,
138.700000000004,5,,,,1075,-35,
138.800000000004,5,,,,1070,-35,
138.900000000004,5,,,,1065,-35,
139.000000000004,5,,,,1060,-35,
139.100000000004,5,,,,1055,-35,
139.200000000004,5,,,,1050,-35,
139.300000000004,5,,,,1045,-35,
139.400000000004,5,,,,1040,-35,
139.500000000004,5,,,,1035,-35,
139.600000000004,5,,,,1030,-35,
139.700000000004,5,,,,1025,-35,
139.800000000004,5,,,,1020,-35,
139.900000000004,5,,,,1015,-35,
140.000000000004,5,,,,1010,-35,
140.100000000004,5,,,,1005,-35,
140.200000000004,5,,,,1000,-35,
140.300000000004,5,,,,995,-35,
140.400000000004,5,,,,990,-35,
140.500000000004,5,,,,985,-35,
140.600000000004,5,,,,980,-35,
140.700000000004,5,,,,975,-35,
140.800000000004,5,,,,970,-35,
140.900000000004,5,,,,965,-35,
141.000000000004,5,,,,960,-35,
141.100000000004,5,,,,955,-35,
141.200000000004,5,,,,950,-35,
141.300000000004,5,,,,945,-35,
141.400000000004,5,,,,940,-35,
141.500000000004,5,,,,935,-35,
141.600000000004,5,,,,930,-35,
141.700000000004,5,,,,925,-35,
141.800000000004,5,,,,920,-35,
141.900000000004,5,,,,915,-35,
142.000000000004,5,,,,910,-35,
142.100000000004,5,,,,905,-35,
142.200000000004,5,,,,900,-35,
142.300000000004,5,,,,895,-35,
142.400000000004,5,,,,890,-35,
142.500000000004,5,,,,885,-35,
142.600000000004,5,,,,880,-35,
142.700000000004,5,,,,875,-35,
142.800000000004,5,,,,870,-35,
142.900000000004,5,,,,865,-35,
143.000000000004,5,,,,860,-35,
143.100000000004,5,,,,855,-35,
143.200000000004,5,,,,850,-35,
143.300000000004,5,,,,845,-35,
143.400000000004,5,,,,840,-35,
143.500000000004,5,,,,835,-35,
143.600000000004,5,,,,830,-35,
143.700000000004,5,,,,825,-35,
143.800000000004,5,,,,820,-35,
143.900000000004,5,,,,815,-35,
144.000000000004,5,,,,810,-35,
144.100000000004,5,,,,805,-35,
144.200000000004,5,,,,800,-35,
144.300000000004,5,,,,795,-35,
144.400000000004,5,,,,790,-35,
144.500000000004,5,,,,785,-35,
144.600000000004,5,,,,780,-35,
144.700000000004,5,,,,775,-35,
144.800000000004,5,,,,770,-35,
144.900000000004,5,,,,765,-35,
145.000000000004,5,,,,760,-35,
145.100000000004,5,,,,755,-35,
145.200000000004,5,,,,750,-35,
145.300000000004,5,,,,745,-35,
145.400000000004,5,,,,740,-35,
145.500000000004,5,,,,735,-35,
145.600000000004,5,,,,730,-35,
145.700000000004,5,,,,725,-35,
145.800000000004,5,,,,720,-35,
145.900000000004,5,,,,715,-35,
146.000000000004,5,,,,710,-35,
146.100000000004,5,,,,705,-35,
146.200000000004,5,,,,700,-35,
146.300000000004,5,,,,695,-35,
146.400000000004,5,,,,690,-35,
146.500000000004,5,,,,685,-35,
146.600000000004,5,,,,680,-35,
146.700000000004,5,,,,675,-35,
146.800000000004,5,,,,670,-35,
146.900000000004,5,,,,665,-35,
147.000000000004,5,,,,660,-35,
147.100000000004,5,,,,655,-35,
147.200000000004,5,,,,650,-35,
147.300000000004,5,,,,645,-35,
147.400000000004,5,,,,640,-35,
147.500000000004,5,,,,635,-35,
147.600000000004,5,,,,630,-35,
147.700000000004,5,,,,625,-35,
147.800000000004,5,,,,620,-35,
147.900000000004,5,,,,615,-35,
148.000000000004,5,,,,610,-35,
148.100000000004,5,,,,605,-35,
148.200000000004,5,,,,600,-35,
148.300000000004,5,,,,595,-35,
148.400000000004,5,,,,590,-35,
148.500000000004,5,,,,585,-35,
148.600000000004,5,,,,580,-35,
148.700000000004,5,,,,575,-35,
148.800000000004,5,,,,570,-35,
148.900000000004,5,,,,565,-35,
149.000000000004,5,,,,560,-35,
149.100000000004,5,,,,555,-35,
149.200000000004,5,,,,550,-35,
149.300000000004,5,,,,545,-35,
149.400000000004,5,,,,540,-35,
149.500000000004,5,,,,535,-35,
149.600000000004,5,,,,530,-35,
149.700000000004,5,,,,525,-35,
149.800000000004,5,,,,520,-35,
149.900000000004,5,,,,515,-35,
150.000000000004,5,,,,510,-35,
150.100000000004,5,,,,505,-35,
150.200000000004,5,,,,500,-35,
150.300000000004,5,,,,495,-35,
150.400000000004,5,,,,490,-35,
150.500000000004,5,,,,485,-35,
150.600000000004,5,,,,480,-35,
150.700000000004,5,,,,475,-35,
150.800000000004,5,,,,470,-35,
150.900000000004,5,,,,465,-35,
151.000000000004,5,,,,460,-35,
151.100000000004,5,,,,455,-35,
151.200000000004,5,,,,450,-35,
151.300000000004,5,,,,445,-35,
151.400000000004,5,,,,440,-35,
151.500000000004,5,,,,435,-35,
151.600000000004,5,,,,430,-35,
151.700000000004,5,,,,425,-35,
151.800000000004,5,,,,420,-35,
151.900000000004,5,,,,415,-35,
152.000000000004,5,,,,410,-35,
152.100000000004,5,,,,405,-35,
152.200000000004,5,,,,400,-35,
152.300000000004,5,,,,395,-35,
152.400000000004,5,,,,390,-35,
152.500000000004,5,,,,385,-35,
152.600000000004,5,,,,380,-35,
152.700000000004,5,,,,375,-35,
152.800000000004,5,,,,370,-35,
152.900000000004,5,,,,365,-35,
153.000000000004,5,,,,360,-35,
153.100000000004,5,,,,355,-35,
153.200000000004,5,,,,350,-35,
153.300000000004,5,,,,345,-35,
153.400000000004,5,,,,340,-35,
153.500000000004,5,,,,335,-35,
153.600000000004,5,,,,330,-35,
153.700000000004,5,,,,325,-35,
153.800000000004,5,,,,320,-35,
153.900000000004,5,,,,315,-35,
154.000000000004,5,,,,310,-35,
154.100000000004,5,,,,305,-35,
154.200000000004,5,,,,300,-35,
154.300000000004,6,,,,295,-35,
154.400000000004,6,,,,290,-30,
154.500000000004,6,,,,285.714285714286,-23,
154.600000000004,6,,,,282.428571428571,-15,
154.700000000004,6,,,,280.285714285714,-12,
154.800000000004,6,,,,278.571428571429,-10,
154.900000000004,6,,,,277.142857142857,-9,
155.000000000004,6,,,,275.857142857143,-9,
155.100000000004,6,,,,274.571428571429,-9,
155.200000000004,6,,,,273.285714285714,-8,
155.300000000004,6,,,,272.142857142857,-8,
155.400000000004,6,,,,271,-8,
155.500000000004,6,,,,269.857142857143,-8,
155.600000000004,6,,,,268.714285714286,-8,
155.700000000004,6,,,,267.571428571428,-8,
155.800000000004,6,,,,266.428571428571,-8,
155.900000000004,6,,,,265.285714285714,-8,
156.000000000004,6,,,,264.142857142857,-8,
156.100000000004,6,,,,263,-8,
156.200000000004,6,,,,261.857142857143,-8,
156.300000000004,6,,,,260.714285714285,-8,
156.400000000004,6,,,,259.571428571428,-8,
156.500000000004,6,,,,258.428571428571,-8,
156.600000000004,6,,,,257.285714285714,-8,
156.700000000004,6,,,,256.142857142857,-8,
156.800000000004,6,,,,255,-8,
156.900000000004,6,,,,253.857142857143,-8,
157.000000000004,6,,,,252.714285714285,-8,
